args: Namespace(k=50, delta=200, beta=200000, mu=100000, l=1, tkc=50, year='2014', month='11', n_users=370, user_id=None, seed=None, sample_size=40000, filename='transformed_date_2014-11-eletricity_consumption_sample_164102.csv', display=False, disable_dp=False, phi=None, big_beta=None, history=False)
USING RANDOM SEED: 42
Execution_Time:  0:07:25.063990
         968976940 function calls (932511518 primitive calls) in 445.066 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
 10178193    4.203    0.000    6.594    0.000 /usr/lib/python3.12/copy.py:231(_keep_alive)
  3876600    3.931    0.000    3.931    0.000 {method '__deepcopy__' of 'numpy.generic' objects}
 40875316    3.903    0.000    3.903    0.000 {built-in method builtins.id}
   487015    3.725    0.000    5.950    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:1147(maybe_infer_to_datetimelike)
   599295    3.708    0.000    4.863    0.000 /usr/lib/python3/dist-packages/numpy/lib/function_base.py:5173(delete)
   479436    3.598    0.000   45.106    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6896(insert)
 14796955    3.540    0.000    6.740    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:750(_values)
   487012    3.260    0.000    5.496    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:3945(_get_indexer)
  1860814    3.233    0.000   33.145    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:540(copy)
   487015    3.130    0.000   23.438    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:478(__new__)
 14796955    3.121    0.000    3.199    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1960(internal_values)
   479436    2.833    0.000   28.010    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:674(_with_infer)
  9412620    2.759    0.000    6.297    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/generic.py:42(_instancecheck)
   479443    2.637    0.000    2.839    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/concat.py:52(concat_compat)
   639249    2.615    0.000    6.488    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:842(_engine)
  1860814    2.517    0.000   56.499    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:6553(copy)
   479436    2.428    0.000  153.744    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1747(_setitem_with_indexer)
  9412620    2.419    0.000    3.537    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/generic.py:37(_check)
  1892364    2.341    0.000   20.491    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/base.py:131(equals)
   479436    2.336    0.000   17.802    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1414(_convert_to_indexer)
 18927434    2.297    0.000    2.297    0.000 {method 'append' of 'list' objects}
  1002662    2.259    0.000    7.623    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1825(from_array)
 13118925    2.167    0.000    3.230    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:367(apply_if_callable)
   966454    2.152    0.000    3.220    0.000 /usr/lib/python3/dist-packages/numpy/core/numeric.py:274(full)
   487012    2.119    0.000   23.306    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:3859(get_indexer)
  7620972    1.986    0.000   25.143    0.000 /home/service/castle_analysis/castle-performance-analysis/src/range.py:109(__truediv__)
   159812    1.955    0.000  119.133    0.001 /usr/lib/python3.12/copy.py:191(_deepcopy_list)
  1866496    1.947    0.000   12.283    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:581(_constructor_from_mgr)
   490800    1.946    0.000    4.127    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:228(asarray_tuplesafe)
  1488920    1.911    0.000    1.960    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:6189(__getattr__)
 13261560    1.864    0.000    1.864    0.000 {built-in method builtins.issubclass}
  1866496    1.841    0.000    2.580    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1812(from_blocks)
  1006451    1.746    0.000    3.875    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:703(name)
   958872    1.718    0.000    2.255    0.000 /usr/lib/python3/dist-packages/numpy/core/numeric.py:1330(normalize_axis_tuple)
  2869161    1.713    0.000    1.713    0.000 /usr/lib/python3/dist-packages/pandas/core/flags.py:53(__init__)
3378262/3378261    1.660    0.000    4.487    0.000 {built-in method builtins.all}
   479436    1.655    0.000    4.814    0.000 /usr/lib/python3/dist-packages/numpy/core/numeric.py:1393(moveaxis)
    39953    1.631    0.000  321.058    0.008 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:84(generalise)
   479436    1.615    0.000  176.621    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:867(__setitem__)
  6731609    1.614    0.000    1.614    0.000 {built-in method numpy.asarray}
  1894259    1.576    0.000   11.382    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:466(array_equivalent)
  2140484    1.571    0.000    1.765    0.000 {method '__reduce_ex__' of 'object' objects}
  9109284    1.558    0.000    2.250    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:3795(<genexpr>)
  1860813    1.555    0.000    7.391    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:773(_view)
  1442098    1.550    0.000    1.550    0.000 {built-in method numpy.array}
  1004556    1.545    0.000    2.495    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:2388(new_block)
  1860813    1.515    0.000    1.515    0.000 {method 'copy' of 'numpy.ndarray' objects}
  7437333    1.495    0.000    1.495    0.000 {built-in method __new__ of type object at 0xa43b40}
  3510255    1.491    0.000    1.491    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:831(_reset_identity)
  4809524    1.462    0.000    1.462    0.000 {built-in method _abc._abc_instancecheck}
   933329    1.459    0.000   13.435    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:198(information_loss)
 15241944    1.435    0.000    1.435    0.000 {built-in method builtins.abs}
  1860813    1.394    0.000   10.284    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:566(copy_func)
   930286    1.372    0.000    1.916    0.000 /usr/lib/python3/dist-packages/numpy/core/_dtype.py:346(_name_get)
  1892364    1.359    0.000   22.196    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:1387(equals)
   199765    1.359    0.000    5.128    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:1630(delete)
 14981683    1.326    0.000    1.326    0.000 {built-in method builtins.callable}
  7086908    1.294    0.000    1.294    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5127(_values)
  1126261    1.292    0.000    3.807    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5153(_get_engine_target)
  1860813    1.269    0.000    8.890    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:1010(view)
4320264/4216012    1.237    0.000    2.120    0.000 {built-in method builtins.min}
  1002663    1.205    0.000    3.409    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:127(_get_single_key)
  1862708    1.145    0.000    1.936    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:2467(extend_blocks)
   958874    1.142    0.000    3.392    0.000 {built-in method builtins.any}
  4279037    1.129    0.000    1.129    0.000 {built-in method builtins.max}
  1866497    1.102    0.000    5.839    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:335(_from_mgr)
 13790549    1.087    0.000    1.087    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6612(_maybe_cast_indexer)
  2052768    1.082    0.000    1.082    0.000 {built-in method numpy.empty}
  4809524    1.069    0.000    2.531    0.000 <frozen abc>:117(__instancecheck__)
   479436    1.061    0.000   20.192    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:728(_get_setitem_indexer)
  1892364    1.059    0.000   15.325    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:2025(_equal_values)
  2005326    1.046    0.000    1.046    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:647(_get_deprecated_option)
  4280968    1.044    0.000   11.787    0.000 /usr/lib/python3.12/copy.py:252(<genexpr>)
  1004556    1.029    0.000    2.007    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:2317(maybe_coerce_values)
  1892364    0.997    0.000   14.104    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:598(array_equals)
  1002663    0.978    0.000    1.334    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:633(_get_root)
  1438308    0.965    0.000    1.191    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1949(dtype)
  1464071    0.920    0.000    1.900    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1425(_is_dtype_type)
  1002663    0.905    0.000    3.352    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:760(_set_axis)
  5056939    0.903    0.000    0.904    0.000 {built-in method builtins.hasattr}
  2385059    0.901    0.000    2.050    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5519(equals)
 10492095    0.901    0.000    0.901    0.000 /usr/lib/python3.12/copy.py:172(_deepcopy_atomic)
    39955    0.895    0.000    0.908    0.000 {built-in method _io.open}
  1489684    0.883    0.000    2.056    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:695(_sanitize_ndim)
  1002663    0.875    0.000    5.618    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:145(_get_option)
  4052324    0.866    0.000    1.255    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:909(__len__)
    49241    0.863    0.000   11.072    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:68(remove)
   483224    0.859    0.000    0.871    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:550(maybe_promote)
  1441909    0.849    0.000    0.858    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:184(_isna)
   487012    0.844    0.000   10.394    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6321(_should_compare)
   479436    0.819    0.000    2.480    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:1396(_maybe_update_cacher)
  1892364    0.819    0.000   23.014    0.000 /home/service/castle_analysis/castle-performance-analysis/src/item.py:70(__eq__)
   977059    0.812    0.000    2.226    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:137(is_object_dtype)
   906341    0.802    0.000   63.637    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:117(tuple_enlargement)
    45316    0.801    0.000    1.255    0.000 {method 'choice' of 'numpy.random.mtrand.RandomState' objects}
  1489679    0.790    0.000    2.733    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:7616(maybe_extract_name)
   487012    0.787    0.000    2.365    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1066(is_numeric_dtype)
  2060578    0.785    0.000    1.104    0.000 /usr/lib/python3.12/copyreg.py:98(__newobj__)
  3784728    0.772    0.000    1.448    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/base.py:142(<genexpr>)
  1892365    0.747    0.000    3.634    0.000 {method 'all' of 'numpy.ndarray' objects}
  1493465    0.737    0.000    0.860    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:485(ensure_wrapped_if_datetimelike)
    39954    0.725    0.000    0.725    0.000 {method '__exit__' of '_io._IOBase' objects}
   970238    0.724    0.000    0.889    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:562(_get_axis)
  2499919    0.691    0.000    1.058    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/inference.py:334(is_hashable)
  1910286    0.682    0.000    0.682    0.000 /usr/lib/python3/dist-packages/pandas/core/flags.py:89(allows_duplicate_labels)
  1006451    0.667    0.000    2.129    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1562(validate_all_hashable)
  1512404    0.667    0.000    2.147    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:653(name)
   479436    0.662    0.000    1.634    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5392(_getitem_slice)
  1860813    0.653    0.000   57.152    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:6695(__deepcopy__)
  2547781    0.638    0.000   10.698    0.000 /home/service/castle_analysis/castle-performance-analysis/src/item.py:52(__getitem__)
  1491578    0.636    0.000    0.771    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:420(extract_array)
   199765    0.628    0.000   12.193    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:4412(__delitem__)
  4297456    0.628    0.000    0.628    0.000 {method 'items' of 'dict' objects}
  1004558    0.615    0.000    0.950    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:2346(get_block_type)
  2060579    0.613    0.000    0.613    0.000 {method 'update' of 'dict' objects}
   199765    0.611    0.000    2.469    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6856(delete)
   199765    0.593    0.000    8.364    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1993(idelete)
  2869158    0.584    0.000    0.584    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1799(__init__)
  1002663    0.580    0.000    6.198    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:271(__call__)
  1489684    0.570    0.000    0.807    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:734(_sanitize_str_dtypes)
   479436    0.565    0.000    2.257    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5350(__getitem__)
   487012    0.565    0.000    2.112    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6251(_maybe_promote)
   974030    0.560    0.000    0.693    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1322(is_ea_or_datetimelike_dtype)
   959727    0.560    0.000    1.631    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:696(is_valid_na_for_dtype)
   483225    0.554    0.000    1.335    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:765(_try_cast)
   490801    0.534    0.000    0.608    0.000 /usr/lib/python3.12/warnings.py:482(__enter__)
  2012902    0.533    0.000    0.933    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1581(<genexpr>)
   479438    0.533    0.000    0.866    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/range.py:198(_simple_new)
    40447    0.519    0.000    0.534    0.000 {built-in method builtins.sum}
   962660    0.510    0.000    0.510    0.000 /usr/lib/python3/dist-packages/pandas/core/indexers/utils.py:62(is_list_like_indexer)
  2020482    0.509    0.000    1.048    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:7521(ensure_index)
    56250    0.504    0.000    8.969    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:267(__len__)
  2440970    0.494    0.000    0.494    0.000 /usr/lib/python3/dist-packages/pandas/_config/__init__.py:33(using_copy_on_write)
    39953    0.491    0.000    3.232    0.000 /home/service/castle_analysis/castle-performance-analysis/src/castle.py:157(save_generalised_tuples)
   479439    0.485    0.000    1.186    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/inference.py:273(is_dict_like)
  1441909    0.484    0.000    1.342    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:101(isna)
    40000    0.479    0.000   67.328    0.002 /home/service/castle_analysis/castle-performance-analysis/src/castle.py:391(best_selection)
  1892365    0.462    0.000    2.888    0.000 /usr/lib/python3/dist-packages/numpy/core/_methods.py:61(_all)
  5181843    0.460    0.000    0.460    0.000 /usr/lib/python3.12/typing.py:2154(cast)
   479436    0.456    0.000    0.830    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:3930(_maybe_update_cacher)
   479436    0.456    0.000    0.709    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5272(_validate_fill_value)
  1002663    0.452    0.000    1.565    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/base.py:73(_validate_set_axis)
   479436    0.441    0.000    1.307    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/api.py:379(default_index)
   481331    0.436    0.000    2.457    0.000 {method 'any' of 'numpy.ndarray' objects}
  2385059    0.436    0.000    0.517    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:791(is_)
  3893261    0.427    0.000    0.427    0.000 /home/service/castle_analysis/castle-performance-analysis/src/range.py:11(__init__)
  1002663    0.422    0.000    1.987    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:225(set_axis)
  1489684    0.421    0.000    0.934    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:754(_maybe_repeat)
  1002663    0.420    0.000    1.168    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:686(_warn_if_deprecated)
   479436    0.415    0.000    0.462    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:813(_ensure_listlike_indexer)
  1438308    0.411    0.000    1.602    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:626(dtype)
  1917755    0.404    0.000    0.606    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/range.py:963(__len__)
   483226    0.399    0.000    0.399    0.000 {built-in method builtins.sorted}
   639249    0.395    0.000    0.569    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:459(_engine_type)
   487012    0.388    0.000    0.650    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:3990(_check_indexing_method)
   479437    0.384    0.000    1.266    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:296(maybe_iterable_to_list)
   487012    0.384    0.000    0.590    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:7651(_unpack_nested_dtype)
    39954    0.383    0.000    0.383    0.000 {method 'writerow' of '_csv.writer' objects}
    40000    0.381    0.000   20.463    0.001 {method 'remove' of 'collections.deque' objects}
  2506741    0.368    0.000    0.368    0.000 {built-in method builtins.hash}
  1002669    0.356    0.000    0.356    0.000 {method 'split' of 'str' objects}
  3760754    0.331    0.000    0.331    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1790(ndim)
   483226    0.326    0.000    0.784    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:487(_validate_dtype)
   487012    0.326    0.000    2.691    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6343(_is_comparable_dtype)
   487015    0.326    0.000    0.326    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:574(_ensure_array)
  3820572    0.323    0.000    0.323    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:393(flags)
   490801    0.319    0.000    0.360    0.000 /usr/lib/python3.12/warnings.py:503(__exit__)
   639249    0.316    0.000    0.507    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1025(needs_i8_conversion)
   479436    0.314    0.000    0.487    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
   487012    0.301    0.000    0.686    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1366(_is_dtype)
   479437    0.298    0.000    0.298    0.000 {method 'transpose' of 'numpy.ndarray' objects}
  3342913    0.285    0.000    0.285    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:1381(_clear_item_cache)
  1002663    0.284    0.000    0.582    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:674(_translate_key)
   958879    0.264    0.000    0.445    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/inference.py:300(<genexpr>)
   479436    0.264    0.000    0.622    0.000 /usr/lib/python3/dist-packages/pandas/core/base.py:448(size)
   878966    0.261    0.000    0.261    0.000 {method 'item' of 'numpy.ndarray' objects}
  1002663    0.257    0.000    0.257    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:615(_select_options)
   483226    0.251    0.000    0.458    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1587(pandas_dtype)
   966451    0.248    0.000    0.248    0.000 /usr/lib/python3/dist-packages/pandas/_config/__init__.py:43(using_pyarrow_string_dtype)
  1158637    0.247    0.000    0.247    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
  2349721    0.246    0.000    0.246    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:577(_constructor)
      424    0.244    0.001  344.677    0.813 /home/service/castle_analysis/castle-performance-analysis/src/castle.py:279(output_cluster)
   479436    0.244    0.000    0.244    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:282(arrays)
  1086308    0.241    0.000    1.402    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:2756(_is_multi)
   483224    0.234    0.000    0.234    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:289(loc)
  1910286    0.231    0.000    0.231    0.000 /usr/lib/python3/dist-packages/pandas/core/flags.py:57(allows_duplicate_labels)
   930286    0.229    0.000    0.229    0.000 /usr/lib/python3/dist-packages/numpy/core/_dtype.py:330(_name_includes_bit_suffix)
   977059    0.229    0.000    0.229    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:121(classes)
   977059    0.227    0.000    0.369    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:123(<lambda>)
   159813    0.224    0.000    0.394    0.000 /usr/lib/python3/dist-packages/pandas/core/base.py:836(__iter__)
   487015    0.221    0.000    0.289    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:592(_dtype_to_subclass)
   479436    0.211    0.000    0.833    0.000 /usr/lib/python3/dist-packages/pandas/core/base.py:675(empty)
  1910286    0.210    0.000    0.210    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:358(attrs)
   479436    0.210    0.000    0.297    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:2597(convert_missing_indexer)
   479436    0.201    0.000    0.259    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:4337(_check_setitem_copy)
   930286    0.192    0.000    0.192    0.000 /usr/lib/python3/dist-packages/numpy/core/_dtype.py:24(_kind_name)
  1130051    0.192    0.000    0.192    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:974(dtype)
   481331    0.192    0.000    2.021    0.000 /usr/lib/python3/dist-packages/numpy/core/_methods.py:55(_any)
   396964    0.188    0.000    0.396    0.000 /home/service/castle_analysis/castle-performance-analysis/src/range.py:32(update)
    40000    0.188    0.000  441.345    0.011 /home/service/castle_analysis/castle-performance-analysis/src/castle.py:204(insert)
   487012    0.186    0.000    0.529    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6619(_maybe_cast_listlike_indexer)
   523233    0.184    0.000    0.594    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:556(require_length_match)
    49241    0.184    0.000    5.174    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:41(insert)
  1246168    0.182    0.000    0.182    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1902(_block)
   487012    0.177    0.000    0.177    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:126(_classes_and_not_datetimelike)
   439484    0.175    0.000    0.175    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:2293(is_unique)
   490801    0.175    0.000    0.175    0.000 /usr/lib/python3.12/warnings.py:456(__init__)
   983498    0.166    0.000    0.166    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:548(_get_axis_number)
   479437    0.163    0.000    0.163    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:150(iloc)
  1860813    0.156    0.000    0.156    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/base.py:292(_consolidate_inplace)
   665710    0.156    0.000    0.156    0.000 {method 'add' of 'set' objects}
    79909    0.156    0.000    0.194    0.000 /usr/lib/python3.12/copyreg.py:107(_slotnames)
   481351    0.150    0.000    0.150    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:583(dtype)
   199765    0.147    0.000    0.147    0.000 {method 'clear' of 'dict' objects}
   479437    0.143    0.000    0.143    0.000 {method 'insert' of 'list' objects}
   116991    0.140    0.000    1.110    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:251(within_bounds)
   479440    0.139    0.000    0.211    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:687(_sanitize_non_ordered)
   690567    0.138    0.000    0.138    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:1657(name)
