args: Namespace(k=100, delta=200, beta=200000, mu=100000, l=1, tkc=50, year='2014', month='11', n_users=370, user_id=None, seed=None, sample_size=40000, filename='transformed_date_2014-11-eletricity_consumption_sample_164102.csv', display=False, disable_dp=False, phi=None, big_beta=None, history=False)
USING RANDOM SEED: 42
Execution_Time:  0:08:11.517311
         1016198733 function calls (958288582 primitive calls) in 491.520 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   479364    5.156    0.000   11.501    0.000 /usr/lib/python3/dist-packages/numpy/lib/function_base.py:5369(insert)
 10600872    4.682    0.000    8.330    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:2678(check_dict_or_set_indexers)
31083809/25167848    4.649    0.000    6.708    0.000 {built-in method builtins.len}
  3298335    4.467    0.000  101.136    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:6553(copy)
   918782    4.291    0.000    6.230    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:2724(inferred_type)
 31816831    3.797    0.000    3.797    0.000 {method 'append' of 'list' objects}
   479364    3.721    0.000   45.288    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6896(insert)
   599205    3.700    0.000    4.853    0.000 /usr/lib/python3/dist-packages/numpy/lib/function_base.py:5173(delete)
   479367    3.675    0.000    5.865    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:1147(maybe_infer_to_datetimelike)
  5016176    3.563    0.000    5.954    0.000 /home/service/castle_analysis/castle-performance-analysis/src/range.py:77(difference)
  3298335    3.484    0.000   21.900    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:581(_constructor_from_mgr)
  4297068    3.473    0.000    3.473    0.000 /usr/lib/python3/dist-packages/pandas/core/flags.py:53(__init__)
   159788    3.409    0.000  213.798    0.001 /usr/lib/python3.12/copy.py:191(_deepcopy_list)
  3298335    3.286    0.000    4.604    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1812(from_blocks)
   479364    3.251    0.000    5.469    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:3945(_get_indexer)
   479367    3.119    0.000   23.153    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:478(__new__)
  1265789    3.011    0.000    3.011    0.000 {method 'reduce' of 'numpy.ufunc' objects}
 12278650    2.959    0.000    5.778    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:750(_values)
   479364    2.776    0.000   28.015    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:674(_with_infer)
 12278650    2.743    0.000    2.819    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1960(internal_values)
 18940719    2.674    0.000    2.674    0.000 {built-in method builtins.issubclass}
  3298334    2.653    0.000   12.545    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:773(_view)
   639153    2.642    0.000    6.555    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:842(_engine)
   479371    2.591    0.000    2.794    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/concat.py:52(concat_compat)
  3298334    2.566    0.000    2.566    0.000 {method 'copy' of 'numpy.ndarray' objects}
  3577963    2.546    0.000    2.746    0.000 {method '__reduce_ex__' of 'object' objects}
  3298334    2.495    0.000   17.630    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:566(copy_func)
   479364    2.447    0.000  155.014    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1747(_setitem_with_indexer)
  8134255    2.421    0.000    5.589    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/generic.py:42(_instancecheck)
   743889    2.357    0.000    3.864    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:556(_array_equivalent_float)
   479364    2.335    0.000   17.994    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1414(_convert_to_indexer)
 11732574    2.313    0.000    2.313    0.000 {built-in method __new__ of type object at 0xa43b40}
   998730    2.276    0.000    7.756    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1825(from_array)
  3298334    2.193    0.000   15.135    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:1010(view)
  8134255    2.186    0.000    3.169    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/generic.py:37(_check)
   958734    2.173    0.000    3.213    0.000 /usr/lib/python3/dist-packages/numpy/core/numeric.py:274(full)
   312237    2.132    0.000   17.090    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:149(information_loss_given_t)
   479364    2.109    0.000   23.008    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:3859(get_indexer)
  3298335    2.015    0.000    3.431    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:2467(extend_blocks)
  1478095    1.995    0.000    1.995    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:6189(__getattr__)
  4936166    1.952    0.000    1.952    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:831(_reset_identity)
  8491451    1.923    0.000    1.923    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5127(_values)
  3298336    1.902    0.000   10.894    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:335(_from_mgr)
   479364    1.843    0.000    3.973    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:228(asarray_tuplesafe)
    39947    1.775    0.000  417.889    0.010 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:84(generalise)
   479364    1.772    0.000  178.308    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:867(__setitem__)
 10600872    1.749    0.000    2.587    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:367(apply_if_callable)
   958728    1.708    0.000    2.239    0.000 /usr/lib/python3/dist-packages/numpy/core/numeric.py:1330(normalize_axis_tuple)
  7155926    1.704    0.000   20.478    0.000 /usr/lib/python3.12/copy.py:252(<genexpr>)
   998731    1.676    0.000    3.799    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:703(name)
   479364    1.642    0.000    4.800    0.000 /usr/lib/python3/dist-packages/numpy/core/numeric.py:1393(moveaxis)
   998730    1.594    0.000    2.554    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:2388(new_block)
  4793652    1.573    0.000    1.573    0.000 {built-in method _abc._abc_instancecheck}
  9107916    1.564    0.000    2.261    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:3795(<genexpr>)
  1438094    1.552    0.000    1.552    0.000 {built-in method numpy.array}
  2508088    1.525    0.000    7.702    0.000 /home/service/castle_analysis/castle-performance-analysis/src/range.py:45(information_loss)
 17682228    1.507    0.000    1.507    0.000 /usr/lib/python3.12/copy.py:172(_deepcopy_atomic)
  3498069    1.408    0.000    1.968    0.000 /usr/lib/python3.12/copyreg.py:98(__newobj__)
  4403917    1.405    0.000    1.405    0.000 {built-in method numpy.asarray}
   199735    1.394    0.000    5.172    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:1630(delete)
   918782    1.339    0.000    1.848    0.000 /usr/lib/python3/dist-packages/numpy/core/_dtype.py:346(_name_get)
    45679    1.316    0.000   15.532    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:68(remove)
 13899257    1.297    0.000    1.297    0.000 {built-in method builtins.callable}
  1118517    1.291    0.000    3.808    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5153(_get_engine_target)
  3338337    1.229    0.000    1.229    0.000 /usr/lib/python3/dist-packages/pandas/core/flags.py:89(allows_duplicate_labels)
   998731    1.204    0.000    3.417    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:127(_get_single_key)
   958730    1.142    0.000    3.404    0.000 {built-in method builtins.any}
2221995/2221994    1.139    0.000    3.147    0.000 {built-in method builtins.all}
  3298334    1.133    0.000  102.268    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:6695(__deepcopy__)
  6454212    1.110    0.000    1.110    0.000 {built-in method builtins.hasattr}
   479364    1.094    0.000   20.423    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:728(_get_setitem_indexer)
  3498070    1.061    0.000    1.061    0.000 {method 'update' of 'dict' objects}
  4793652    1.055    0.000    2.629    0.000 <frozen abc>:117(__instancecheck__)
   998730    1.053    0.000    2.039    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:2317(maybe_coerce_values)
  1997462    1.043    0.000    1.043    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:647(_get_deprecated_option)
  2037310    1.027    0.000    1.027    0.000 {built-in method numpy.empty}
   998731    0.991    0.000    1.348    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:633(_get_root)
   743889    0.967    0.000    8.484    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/base.py:131(equals)
  1438092    0.930    0.000    1.154    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1949(dtype)
  1438094    0.929    0.000    1.910    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1425(_is_dtype_type)
   998731    0.923    0.000    3.399    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:760(_set_axis)
    39949    0.920    0.000    0.933    0.000 {built-in method _io.open}
  1478104    0.909    0.000    2.087    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:695(_sanitize_ndim)
  3743663    0.895    0.000   15.318    0.000 /home/service/castle_analysis/castle-performance-analysis/src/item.py:52(__getitem__)
   479364    0.881    0.000    0.889    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:550(maybe_promote)
   998731    0.874    0.000    5.639    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:145(_get_option)
 11279970    0.874    0.000    0.874    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6612(_maybe_cast_indexer)
  4297065    0.872    0.000    0.872    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1799(__init__)
    39948    0.851    0.000    0.851    0.000 {method '__exit__' of '_io._IOBase' objects}
   479364    0.843    0.000   10.356    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6321(_should_compare)
  3994928    0.842    0.000    1.228    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:909(__len__)
   479364    0.830    0.000    2.558    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:1396(_maybe_update_cacher)
   958730    0.814    0.000    0.973    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:562(_get_axis)
   958730    0.810    0.000    2.213    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:137(is_object_dtype)
   479364    0.805    0.000    2.376    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1066(is_numeric_dtype)
  1439205    0.794    0.000    0.795    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:184(_isna)
  1478099    0.787    0.000    2.705    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:7616(maybe_extract_name)
    48924    0.744    0.000   13.993    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:267(__len__)
  1478097    0.737    0.000    0.858    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:485(ensure_wrapped_if_datetimelike)
    42334    0.733    0.000    1.212    0.000 {method 'choice' of 'numpy.random.mtrand.RandomState' objects}
  4412358    0.708    0.000    0.708    0.000 {method 'items' of 'dict' objects}
   479364    0.700    0.000    1.746    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5392(_getitem_slice)
  2476831    0.696    0.000    1.066    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/inference.py:334(is_hashable)
   743890    0.674    0.000    4.671    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:466(array_equivalent)
   998731    0.658    0.000    2.124    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1562(validate_all_hashable)
  2508088    0.654    0.000    8.356    0.000 /home/service/castle_analysis/castle-performance-analysis/src/range.py:109(__truediv__)
  1478096    0.653    0.000    2.200    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:653(name)
   199735    0.645    0.000   12.321    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:4412(__delitem__)
  1478104    0.637    0.000    0.773    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:420(extract_array)
   199735    0.630    0.000    8.454    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1993(idelete)
   998732    0.627    0.000    0.961    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:2346(get_block_type)
  1223254    0.615    0.000    1.620    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5519(equals)
   199735    0.605    0.000    2.478    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6856(delete)
  1478104    0.597    0.000    0.848    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:734(_sanitize_str_dtypes)
   959284    0.589    0.000    1.601    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:696(is_valid_na_for_dtype)
   479364    0.579    0.000    2.383    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5350(__getitem__)
   998731    0.573    0.000    6.212    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:271(__call__)
   479365    0.571    0.000    1.352    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:765(_try_cast)
   743889    0.562    0.000    9.188    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:1387(equals)
   479364    0.553    0.000    2.082    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6251(_maybe_promote)
  6676674    0.552    0.000    0.552    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:393(flags)
   958734    0.543    0.000    0.673    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1322(is_ea_or_datetimelike_dtype)
   479366    0.537    0.000    0.876    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/range.py:198(_simple_new)
  1997462    0.527    0.000    0.940    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1581(<genexpr>)
  1997466    0.512    0.000    0.733    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:7521(ensure_index)
   479365    0.508    0.000    0.592    0.000 /usr/lib/python3.12/warnings.py:482(__enter__)
   958728    0.507    0.000    0.507    0.000 /usr/lib/python3/dist-packages/pandas/core/indexers/utils.py:62(is_list_like_indexer)
  2436822    0.500    0.000    0.500    0.000 /usr/lib/python3/dist-packages/pandas/_config/__init__.py:33(using_copy_on_write)
    39947    0.496    0.000    3.398    0.000 /home/service/castle_analysis/castle-performance-analysis/src/castle.py:157(save_generalised_tuples)
1752614/1670030    0.481    0.000    1.146    0.000 {built-in method builtins.min}
   479364    0.479    0.000    0.751    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5272(_validate_fill_value)
   479367    0.478    0.000    1.187    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/inference.py:273(is_dict_like)
   479364    0.475    0.000    1.350    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/api.py:379(default_index)
  5016176    0.474    0.000    0.474    0.000 {built-in method builtins.abs}
  1439205    0.472    0.000    1.266    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:101(isna)
   743889    0.457    0.000    6.339    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:2025(_equal_values)
   998731    0.455    0.000    1.580    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/base.py:73(_validate_set_axis)
   294139    0.452    0.000    4.245    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:198(information_loss)
   479364    0.451    0.000    0.836    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:3930(_maybe_update_cacher)
   479365    0.432    0.000    2.432    0.000 {method 'any' of 'numpy.ndarray' objects}
   743889    0.428    0.000    5.815    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:598(array_equals)
  1917467    0.420    0.000    0.633    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/range.py:963(__len__)
  1478104    0.418    0.000    0.929    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:754(_maybe_repeat)
   998731    0.416    0.000    1.997    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:225(set_axis)
   998731    0.416    0.000    1.168    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:686(_warn_if_deprecated)
  1712105    0.413    0.000    0.413    0.000 {built-in method builtins.max}
   479366    0.411    0.000    0.411    0.000 {built-in method builtins.sorted}
  3777700    0.410    0.000    0.410    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:577(_constructor)
  1438092    0.409    0.000    1.563    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:626(dtype)
   639153    0.409    0.000    0.597    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:459(_engine_type)
  4776430    0.406    0.000    0.406    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:1381(_clear_item_cache)
   479364    0.396    0.000    0.663    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:3990(_check_indexing_method)
   479365    0.394    0.000    1.290    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:296(maybe_iterable_to_list)
  3338337    0.393    0.000    0.393    0.000 /usr/lib/python3/dist-packages/pandas/core/flags.py:57(allows_duplicate_labels)
   479364    0.385    0.000    0.593    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:7651(_unpack_nested_dtype)
    39948    0.383    0.000    0.383    0.000 {method 'writerow' of '_csv.writer' objects}
  4042224    0.376    0.000    0.376    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1790(ndim)
  2476832    0.370    0.000    0.370    0.000 {built-in method builtins.hash}
   743889    0.364    0.000    9.551    0.000 /home/service/castle_analysis/castle-performance-analysis/src/item.py:70(__eq__)
  4019624    0.363    0.000    0.363    0.000 /usr/lib/python3.12/typing.py:2154(cast)
   479367    0.361    0.000    0.361    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:574(_ensure_array)
   998737    0.358    0.000    0.358    0.000 {method 'split' of 'str' objects}
  3338337    0.357    0.000    0.357    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:358(attrs)
   479364    0.334    0.000    0.382    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:813(_ensure_listlike_indexer)
  1487778    0.329    0.000    0.614    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/base.py:142(<genexpr>)
   639153    0.320    0.000    0.516    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1025(needs_i8_conversion)
  1223254    0.317    0.000    0.403    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:791(is_)
   479364    0.314    0.000    2.690    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6343(_is_comparable_dtype)
   479364    0.314    0.000    0.458    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
   479365    0.313    0.000    0.353    0.000 /usr/lib/python3.12/warnings.py:503(__exit__)
   743890    0.306    0.000    1.507    0.000 {method 'all' of 'numpy.ndarray' objects}
   479365    0.302    0.000    0.302    0.000 {method 'transpose' of 'numpy.ndarray' objects}
   479364    0.299    0.000    0.679    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1366(_is_dtype)
    40316    0.298    0.000    0.313    0.000 {built-in method builtins.sum}
   479366    0.296    0.000    0.752    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:487(_validate_dtype)
   998731    0.281    0.000    0.281    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:615(_select_options)
   998731    0.279    0.000    0.570    0.000 /usr/lib/python3/dist-packages/pandas/_config/config.py:674(_translate_key)
  3298334    0.277    0.000    0.277    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/base.py:292(_consolidate_inplace)
   958735    0.267    0.000    0.454    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/inference.py:300(<genexpr>)
   479364    0.260    0.000    0.621    0.000 /usr/lib/python3/dist-packages/pandas/core/base.py:448(size)
      237    0.259    0.001  429.304    1.811 /home/service/castle_analysis/castle-performance-analysis/src/castle.py:279(output_cluster)
   878834    0.256    0.000    0.256    0.000 {method 'item' of 'numpy.ndarray' objects}
   958731    0.255    0.000    0.255    0.000 /usr/lib/python3/dist-packages/pandas/_config/__init__.py:43(using_pyarrow_string_dtype)
   272266    0.248    0.000   19.155    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:117(tuple_enlargement)
   479366    0.248    0.000    0.456    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1587(pandas_dtype)
  1078570    0.245    0.000    1.404    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:2756(_is_multi)
   479364    0.242    0.000    0.242    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:282(arrays)
  1158463    0.241    0.000    0.241    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
    40000    0.240    0.000   22.560    0.001 /home/service/castle_analysis/castle-performance-analysis/src/castle.py:391(best_selection)
   479364    0.222    0.000    0.844    0.000 /usr/lib/python3/dist-packages/pandas/core/base.py:675(empty)
   958730    0.222    0.000    0.222    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:121(classes)
   479364    0.222    0.000    0.222    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:289(loc)
   958730    0.222    0.000    0.359    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:123(<lambda>)
   159789    0.221    0.000    0.392    0.000 /usr/lib/python3/dist-packages/pandas/core/base.py:836(__iter__)
   479367    0.215    0.000    0.286    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:592(_dtype_to_subclass)
   479364    0.213    0.000    0.301    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:2597(convert_missing_indexer)
   918782    0.212    0.000    0.212    0.000 /usr/lib/python3/dist-packages/numpy/core/_dtype.py:330(_name_includes_bit_suffix)
   479364    0.211    0.000    0.270    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:4337(_check_setitem_copy)
  1118519    0.197    0.000    0.197    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:974(dtype)
   743890    0.196    0.000    1.201    0.000 /usr/lib/python3/dist-packages/numpy/core/_methods.py:61(_all)
   439418    0.196    0.000    0.196    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:2293(is_unique)
   479365    0.196    0.000    2.000    0.000 /usr/lib/python3/dist-packages/numpy/core/_methods.py:55(_any)
    40000    0.194    0.000    9.745    0.000 {method 'remove' of 'collections.deque' objects}
   479365    0.185    0.000    0.185    0.000 /usr/lib/python3.12/warnings.py:456(__init__)
   382716    0.183    0.000    0.376    0.000 /home/service/castle_analysis/castle-performance-analysis/src/range.py:32(update)
   519373    0.183    0.000    0.583    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:556(require_length_match)
   479364    0.181    0.000    0.353    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6619(_maybe_cast_listlike_indexer)
  1238412    0.181    0.000    0.181    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1902(_block)
   918782    0.177    0.000    0.177    0.000 /usr/lib/python3/dist-packages/numpy/core/_dtype.py:24(_kind_name)
    42534    0.175    0.000    0.413    0.000 /usr/lib/python3/dist-packages/numpy/core/fromnumeric.py:71(_wrapreduction)
    40000    0.175    0.000  488.473    0.012 /home/service/castle_analysis/castle-performance-analysis/src/castle.py:204(insert)
   479365    0.168    0.000    0.168    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:150(iloc)
    45679    0.168    0.000    3.363    0.000 /home/service/castle_analysis/castle-performance-analysis/src/cluster.py:41(insert)
   479364    0.163    0.000    0.163    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:126(_classes_and_not_datetimelike)
    79897    0.162    0.000    0.200    0.000 /usr/lib/python3.12/copyreg.py:107(_slotnames)
   958732    0.160    0.000    0.160    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:548(_get_axis_number)
  1333697    0.152    0.000    0.152    0.000 /home/service/castle_analysis/castle-performance-analysis/src/range.py:11(__init__)
   479368    0.147    0.000    0.147    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:583(dtype)
   199735    0.146    0.000    0.146    0.000 {method 'clear' of 'dict' objects}
   679101    0.140    0.000    0.140    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:1657(name)
   479365    0.138    0.000    0.138    0.000 {method 'insert' of 'list' objects}
   479368    0.137    0.000    0.209    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:687(_sanitize_non_ordered)
   479364    0.132    0.000    0.216    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1390(_get_dtype)
